상권_코드,상권_코드_명,id,구,2020_총_유동인구_수_합계(상권코드),2019_총_유동인구_수_합계(상권코드),2018_총_유동인구_수_합계(상권코드),,,,
,뚝섬로58길,16,성동구,4230201,4303508,1185479,,,,
,뚝섬로54길,16,성동구,3726069,3604095,946432,,,,
,뚝섬로48길,16,성동구,5860141,5599120,1572175,,,,
,뚝섬로24길,16,성동구,5417832,5280034,1438713,,,,
,뚝섬로23길,16,성동구,6544222,6509101,2227675,,,,
,동일로24길,16,성동구,6244160,6706085,3140552,,,,
,동일로18길,16,성동구,6115327,6301528,2809339,,,,
,능동로4길,6,광진구,6780007,6329710,1613906,,,,
,능동로3길,6,광진구,6480829,6028884,1696483,,,,
,능동로34길,6,광진구,4128771,4112994,1896610,,,,
,능동로19길,6,광진구,4952986,5209963,2518118,,,,
,능동로13길,6,광진구,7566862,7986184,4374141,,,,
,긴고랑로9길,6,광진구,5269386,5364212,1628551,,,,
,긴고랑로8길,6,광진구,4062320,3774538,1147899,,,,
,긴고랑로7길,6,광진구,5586745,5622730,1562636,,,,
,긴고랑로20길,6,광진구,7297645,7120006,2782035,,,,
,광나루로52길,6,광진구,6914696,7138548,2283524,,,,
,광나루로40길,6,광진구,6081078,6457385,1791464,,,,
,광나루로37길,6,광진구,3271336,3692290,983158,,,,
,광나루로36길,6,광진구,5145741,4958147,1178373,,,,
,광나루로24길,6,광진구,1608402,1938011,1041911,,,,
,광나루로12길,6,광진구,5938177,5886380,2385010,,,,
,한림말길,16,성동구,2281846,2532707,1038147,,,,
,한림말3길,16,성동구,2541146,2595134,1078298,,,,
,청계천로10나길,16,성동구,2792410,2986038,942680,,,,
,장터길,16,성동구,4798719,4380619,1525420,,,,
,용답중앙길,16,성동구,3103387,3249436,1318991,,,,
,용답29길,16,성동구,4644543,4787847,1902159,,,,
,왕십리로6길,16,성동구,5039212,4653937,1897299,,,,
,왕십리로31길,16,성동구,5040482,4477046,1438032,,,,
,왕십리로26길,16,성동구,5079944,5595643,2725336,,,,
,왕십리로21길,16,성동구,4844892,5535259,1533072,,,,
,왕십리로14길,16,성동구,4690163,4348414,1588532,,,,
,아차산로5길,6,광진구,3807428,3298008,1472773,,,,
,아차산로15길,6,광진구,4168743,4187085,1563237,,,,
,아차산로11길,6,광진구,2454597,2389027,1288843,,,,
,송정4가길,16,성동구,4132396,4002436,1379019,,,,
,송정12라길,16,성동구,3312878,3431390,1265319,,,,
,성수일로6길,16,성동구,3791240,3690472,1975674,,,,
,성수이로7길,16,성동구,2888775,2932187,1683547,,,,
,성수이로18길,16,성동구,3701645,3639759,1793532,,,,
,성덕정길,16,성동구,2447739,2418374,667601,,,,
,성덕정17길,16,성동구,4951841,4764472,1683038,,,,
,서울숲2길,16,성동구,3302337,2904230,1153099,,,,
,상원길,16,성동구,4021406,3954405,1271739,,,,
,상원12길,16,성동구,2586253,2592536,753314,,,,
,사근동길,16,성동구,2416552,2383436,1166375,,,,
,무학봉길,24,중구,5517517,5338957,1434632,,,,
,무학봉28길,24,중구,3797461,4347111,1625280,,,,
,무학로6길,11,동대문구,4400929,4478521,2135646,,,,
,무수막길,16,성동구,4978361,5174348,1797631,,,,
,매봉길,16,성동구,4001377,3696702,960007,,,,
,마조로1길,16,성동구,2788067,2974078,2144564,,,,
,마조로16길,16,성동구,2868071,3059086,1422425,,,,
,마장로39길,16,성동구,2525856,2657092,1052142,,,,
,마장로27길,16,성동구,3604255,3868413,1647559,,,,
,뚝섬로5길,16,성동구,2865306,2993596,1236492,,,,
,둘레9길,16,성동구,3033964,2770744,983764,,,,
,금호산길,16,성동구,5579813,5806141,2080632,,,,
,금호산2길,16,성동구,5004678,4930160,1632105,,,,
,고산자로6길,16,성동구,5180827,6065998,2326537,,,,
,후암로28길,21,용산구,3391909,3177523,931360,,,,
,효창원로39길,21,용산구,4559702,4548337,1368398,,,,
,회나무로13길,21,용산구,3366426,3208742,1187493,,,,
,한남대로20길,21,용산구,1285192,1206490,1094952,,,,
,한강대로88길,21,용산구,1174709,1337282,663829,,,,
,한강대로7길,21,용산구,1826498,1695428,486833,,,,
,한강대로62길,21,용산구,1800266,2136081,1044462,,,,
,한강대로52길,21,용산구,1512402,1719051,1157936,,,,
,한강대로43길,21,용산구,1879547,2106250,1315251,,,,
,한강대로15길,21,용산구,1255600,1186426,395278,,,,
,한강대로104길,21,용산구,3474688,3578178,1356741,,,,
,청파로73길,21,용산구,3755328,3812443,1147132,,,,
,청파로71길,21,용산구,6294303,6355964,1807348,,,,
,청파로47나길,21,용산구,4626272,4896654,2194436,,,,
,청파로47길,21,용산구,3443810,3838880,1915172,,,,
,장문로45길,21,용산구,4415466,4382293,1376338,,,,
,이태원로54길,21,용산구,2132772,2105797,1643635,,,,
,이태원로27길,21,용산구,2937342,3604840,2673513,,,,
,이촌로22길,21,용산구,1596596,1457124,323166,,,,
,원효로89길,21,용산구,4351967,4271942,1808177,,,,
,원효로53길,21,용산구,4577222,4491849,1616887,,,,
,원효로41길,21,용산구,2785754,2597636,849082,,,,
,원효로19길,21,용산구,2834581,2602250,836121,,,,
,우사단로4길,21,용산구,3588998,3744412,1616433,,,,
,우사단로14길,21,용산구,3028407,3303297,2224393,,,,
,우사단로10길,21,용산구,4923022,4847655,2491244,,,,
,신흥로20길,21,용산구,3368272,3178173,741575,,,,
,소월로20길,21,용산구,3514420,3359271,852260,,,,
,서빙고로71길,21,용산구,1429733,1366772,285738,,,,
,백범로90길,21,용산구,4801579,4900616,1747528,,,,
,백범로79길,21,용산구,5797150,5529872,1816499,,,,
,두텁바위로1길,21,용산구,3721601,3899300,1561597,,,,
,대사관로34길,21,용산구,3104371,2797124,1408804,,,,
,녹사평대로46길,21,용산구,2339748,2314606,857870,,,,
,녹사평대로40나길,21,용산구,1611047,2052974,1105333,,,,
,녹사평대로32길,21,용산구,1531444,2086721,1789892,,,,
,녹사평대로26길,21,용산구,1922590,2460060,2082384,,,,
,녹사평대로11길,21,용산구,892139,851263,133980,,,,
,퇴계로90길,24,중구,6839515,6370234,2390165,,,,
,퇴계로8길,24,중구,1916068,2459997,1708987,,,,
,퇴계로56길,24,중구,2674032,3250008,1748951,,,,
,퇴계로46길,24,중구,2527978,3025038,1583382,,,,
,퇴계로18길,24,중구,1077674,1572259,825888,,,,
,퇴계로12길,24,중구,1591110,2182078,1265236,,,,
,청구로1길,24,중구,4796588,4734598,1194276,,,,
,청구로17길,24,중구,4694555,5155962,2194659,,,,
,장충단로8길,24,중구,3658538,3802888,1386960,,,,
,삼일대로4길,24,중구,2242618,2719697,2385250,,,,
,명동길,24,중구,2904997,3904052,4242445,,,,
,동호로8길,24,중구,4166279,4300195,2214938,,,,
,동호로20길,24,중구,4153826,4526745,1817029,,,,
,동호로15길,24,중구,3962957,4303206,2344320,,,,
,동호로11길,24,중구,3449368,3171975,1512975,,,,
,동호로10길,24,중구,5750961,6074216,2336599,,,,
,다산로39길,24,중구,5084222,5383026,2327891,,,,
,다산로38길,24,중구,5825621,5934230,2593412,,,,
,다산로36길,24,중구,4644794,4400499,1381227,,,,
,다산로33길,24,중구,5682999,5701947,2375519,,,,
,난계로21길,24,중구,4398051,4101877,1429660,,,,
,난계로11길,24,중구,6079579,6000274,2158475,,,,
,필운대로1길,23,종로구,2929269,3030077,1189141,,,,
,평창길,23,종로구,193636,197450,66323,,,,
,통일로12길,23,종로구,3242209,3112205,1176509,,,,
,창신길,23,종로구,7004188,6636211,1293723,,,,
,창신5길,23,종로구,5855030,5867090,1979682,,,,
,창신2길,23,종로구,5686514,5699858,1528596,,,,
,창경궁로35길,23,종로구,3445382,3714724,1639544,,,,
,지봉로8길,23,종로구,5728312,5899611,2151601,,,,
,종로65길,23,종로구,6963672,7502019,2988568,,,,
,종로58가길,23,종로구,3820575,4198269,2359066,,,,
,종로24길,23,종로구,1454052,1777836,1501748,,,,
,자하문로7길,23,종로구,2797264,3118413,1493003,,,,
,이화장길,23,종로구,4303292,4472702,2262888,,,,
,율곡로16길,23,종로구,3132980,3274481,1715919,,,,
,율곡로10길,23,종로구,1207756,1542673,1195073,,,,
,옥인길,23,종로구,2537520,2580687,744088,,,,
,숭인동길,23,종로구,5258645,5819253,2397845,,,,
,성균관로5길,23,종로구,2801336,3122187,2203902,,,,
,삼청로5길,23,종로구,504648,572142,241469,,,,
,북촌로5나길,23,종로구,498094,559794,234960,,,,
,북촌로5길,23,종로구,877571,1045754,618537,,,,
,북촌로11길,23,종로구,1066782,1296144,609033,,,,
,백석동길,23,종로구,481074,463937,65180,,,,
,명륜길,23,종로구,3090239,3317362,1304697,,,,
,돈화문로11가길,23,종로구,1808065,2330565,1854753,,,,
,난계로27길,23,종로구,3753316,3920777,2337582,,,,
,계동길,23,종로구,1129519,1349182,629488,,,,
,풍성로37가길,18,송파구,9621189,9944687,2578365,,,,
,천호옛길,2,강동구,8810810,9207556,2946913,,,,
,천호옛14길,2,강동구,7228083,7575282,3380970,,,,
,천호대로219길,2,강동구,1323984,1053384,164747,,,,
,천호대로197길,2,강동구,5803361,5583918,1491005,,,,
,천호대로187길,2,강동구,6442625,6764646,2701650,,,,
,천호대로170길,2,강동구,10821424,11054839,3346857,,,,
,천호대로162길,2,강동구,9720350,9924891,3399692,,,,
,천중로51길,2,강동구,8206618,8073331,2441482,,,,
,천중로39길,2,강동구,9940937,10315905,2538735,,,,
,진황도로47길,2,강동구,5862309,6335146,3393874,,,,
,진황도로27길,2,강동구,10424199,10679464,3262880,,,,
,올림픽로98길,18,송파구,8008510,7520007,2207851,,,,
,올림픽로80길,18,송파구,4151736,4297921,1443830,,,,
,올림픽로78길,18,송파구,3925367,3952858,1598107,,,,
,올림픽로77길,18,송파구,5098139,5016407,1838852,,,,
,올림픽로71길,18,송파구,4758255,5140452,1993014,,,,
,올림픽로48길,18,송파구,3829244,3682715,1258150,,,,
,양재대로96길,15,서초구,6517537,6353086,1682002,,,,
,양재대로95길,15,서초구,9152335,9304354,2390959,,,,
,양재대로91길,15,서초구,6910595,6980437,1687129,,,,
,양재대로133길,15,서초구,9456994,11607306,3005107,,,,
,양재대로124길,15,서초구,8347500,7493394,2140606,,,,
,양재대로116길,15,서초구,5333775,5508467,2576107,,,,
,양재대로101길,15,서초구,9531623,10275879,3656286,,,,
,암사길,2,강동구,10140045,12367323,2400514,,,,
,성안로3길,2,강동구,4586926,4479893,1415532,,,,
,성내로5길,2,강동구,8577537,8816961,2454643,,,,
,상일로5길,2,강동구,1550041,1116722,203215,,,,
,상암로5길,2,강동구,5227406,4911699,1996160,,,,
,상암로51길,2,강동구,5507394,6018528,2433086,,,,
,상암로4길,2,강동구,5601580,5172975,1813812,,,,
,상암로14길,2,강동구,6881462,6405375,2012143,,,,
,명일로13길,2,강동구,6376610,6410790,1783463,,,,
,동남로85길,18,송파구,1721396,1232934,453718,,,,
,동남로82길,18,송파구,1001167,701140,53572,,,,
,동남로65길,18,송파구,1063487,1152012,333711,,,,
,구천면로42길,2,강동구,13211548,15538786,2682195,,,,
,구천면로41길,2,강동구,11426862,12236323,2540919,,,,
,구천면로36길,2,강동구,8757795,8250621,1714618,,,,
,고덕로61길,2,강동구,1827527,1194576,477637,,,,
,고덕로25길,2,강동구,2303631,2235326,529671,,,,
,고덕로10길,2,강동구,6024860,5451903,2095449,,,,
,강동대로53길,2,강동구,3945508,3956791,1311948,,,,
,풍성로25길,18,송파구,6319992,6830386,1927960,,,,
,오금로46길,18,송파구,5604774,5369116,1212967,,,,
,오금로36길,18,송파구,4048872,4231498,1166826,,,,
,오금로11길,18,송파구,6653256,6850697,2691645,,,,
,양재대로72길,15,서초구,3409495,3237593,966751,,,,
,양재대로71길,15,서초구,3710855,3754319,1205797,,,,
,양재대로64길,15,서초구,5152066,5300842,1829408,,,,
,양재대로62길,15,서초구,3475337,3497532,1300554,,,,
,송파대로30길,18,송파구,4413461,4386638,1838055,,,,
,송이로36길,18,송파구,4414361,4614564,1627645,,,,
,송이로32길,18,송파구,5749896,5796996,1567864,,,,
,송이로23길,18,송파구,4814118,4816776,1410591,,,,
,삼전로13길,18,송파구,7837714,8211541,2816561,,,,
,백제고분로50길,18,송파구,5615964,5567455,1443988,,,,
,백제고분로46길,18,송파구,5148782,5034135,1678797,,,,
,백제고분로45길,18,송파구,5998519,6091930,1992885,,,,
,백제고분로42길,18,송파구,4690287,4461534,1512862,,,,
,백제고분로39길,18,송파구,4275661,4393345,1376172,,,,
,백제고분로34길,18,송파구,5405555,4797878,909889,,,,
,백제고분로33길,18,송파구,5879315,5568498,1416031,,,,
,백제고분로32길,18,송파구,4368307,4138159,819550,,,,
,백제고분로31길,18,송파구,7142031,6935368,2231829,,,,
,백제고분로22길,18,송파구,4328086,4059257,888322,,,,
,백제고분로21길,18,송파구,5585183,5706033,1957508,,,,
,마천로51길,18,송파구,5165302,4806158,969027,,,,
,동남로20길,18,송파구,5206292,5214351,1482409,,,,
,거마로20길,18,송파구,5490210,5419041,1100339,,,,
,학동로77길,1,강남구,3979671,3774981,1239144,,,,
,학동로6길,1,강남구,4513125,4518136,1496411,,,,
,학동로56길,1,강남구,6135277,6004690,2838791,,,,
,학동로38길,1,강남구,3554191,3467156,1652437,,,,
,테헤란로81길,1,강남구,2502985,2802715,1670691,,,,
,일원로9길,1,강남구,3576303,3766478,1130699,,,,
,일원로3길,1,강남구,3854045,3981286,1220257,,,,
,영동대로65길,1,강남구,4372423,4465291,1781770,,,,
,영동대로112길,1,강남구,1820019,2096473,1088072,,,,
,언주로81길,1,강남구,6612168,6637489,3276231,,,,
,압구정로2길,1,강남구,3450044,3637406,1980205,,,,
,선릉로18길,1,강남구,933599,858691,204526,,,,
,선릉로146길,1,강남구,4283549,4007361,1623150,,,,
,선릉로133길,1,강남구,4965842,4787740,2515304,,,,
,선릉로132길,1,강남구,6686709,6322371,2809563,,,,
,선릉로121길,1,강남구,4992169,5184790,2475564,,,,
,삼성로75길,1,강남구,7252982,6967076,3172425,,,,
,삼성로69길,1,강남구,6646364,6516502,2432309,,,,
,삼성로64길,1,강남구,4049981,3997149,1627340,,,,
,삼성로63길,1,강남구,6131646,6065358,2571326,,,,
,삼성로57길,1,강남구,5215712,4900430,2068387,,,,
,삼성로147길,1,강남구,3977965,3725975,1402254,,,,
,삼성로115길,1,강남구,4120735,3789726,1164655,,,,
,봉은사로68길,1,강남구,3802451,3646584,1572216,,,,
,봉은사로57길,1,강남구,3774549,3876546,1416883,,,,
,봉은사로43길,1,강남구,5827111,5806805,2317577,,,,
,봉은사로29길,1,강남구,5883028,5604180,3041597,,,,
,봉은사로109길,1,강남구,2074085,2423213,1045212,,,,
,도산대로89길,1,강남구,2808520,2599159,759783,,,,
,도산대로81길,1,강남구,2818781,2655779,1049324,,,,
,도산대로50길,1,강남구,4445558,4345096,2233591,,,,
,도산대로38길,1,강남구,2438509,2422409,1264147,,,,
,도산대로30길,1,강남구,2694897,2732571,1274276,,,,
,도산대로23길,1,강남구,3621233,3641320,1642177,,,,
,도산대로15길,1,강남구,3763558,3746639,1747192,,,,
,도곡로37길,1,강남구,5985087,5862040,2045447,,,,
,논현로8길,1,강남구,2095485,1968487,442454,,,,
,논현로63길,1,강남구,4559503,4447647,1662675,,,,
,논현로28길,1,강남구,2879807,2866186,1183370,,,,
,논현로26길,1,강남구,2857281,2860445,1240585,,,,
,논현로159길,1,강남구,3598520,3608722,1909837,,,,
,논현로139길,1,강남구,3778778,3772935,1866561,,,,
,논현로123길,1,강남구,4084340,3858860,968276,,,,
,논현로115길,1,강남구,6311135,6052987,2836184,,,,
,논현로10길,1,강남구,3330397,3243002,758853,,,,
,논현로106길,1,강남구,4157854,3941116,2508139,,,,
,남부순환로365길,18,송파구,4179391,4072164,1440648,,,,
,개포로82길,1,강남구,660263,490686,136704,,,,
,개포로28길,1,강남구,2395755,2728651,798165,,,,
,개포로20길,1,강남구,3593827,3647958,1056082,,,,
,개포로17길,1,강남구,2662533,2928422,987373,,,,
,강남대로140길,1,강남구,3457952,3458518,2189724,,,,
,강남대로136길,1,강남구,4516230,4382167,2169136,,,,
,강남대로118길,1,강남구,4986617,4989969,1735292,,,,
,서초중앙로8길,15,서초구,4375589,4669081,1791843,,,,
,방배중앙로21길,15,서초구,4691954,4573372,1450894,,,,
,효령로72길,15,서초구,3190760,3503424,1419296,,,,
,효령로34길,15,서초구,2050833,2215585,1060254,,,,
,효령로31길,15,서초구,3963845,4013518,1673024,,,,
,효령로23길,15,서초구,3783204,3861174,1629685,,,,
,청두곶길,15,서초구,4873562,5014695,1835163,,,,
,주흥길,15,서초구,5496365,5452622,2432623,,,,
,주흥15길,15,서초구,4983256,4997602,2384487,,,,
,언남길,15,서초구,2702929,2610229,848477,,,,
,신반포로45길,15,서초구,4419595,4516311,2126310,,,,
,서초대로8길,15,서초구,3412095,3496267,1345678,,,,
,서초대로64길,15,서초구,3394965,3906779,1381255,,,,
,서초대로4길,15,서초구,4805326,5206669,3196676,,,,
,서초대로25길,15,서초구,4731398,4696481,1732094,,,,
,서초대로23길,15,서초구,4089304,4118549,1591836,,,,
,서초대로15길,15,서초구,3931600,4026239,1479997,,,,
,사평대로57길,15,서초구,5237505,5268050,3057610,,,,
,사평대로26길,15,서초구,2175238,1973988,585474,,,,
,사평대로22길,15,서초구,3266693,3122468,802778,,,,
,사임당로17길,15,서초구,4241944,5025071,2796684,,,,
,방배로42길,15,서초구,3234934,3320274,1236494,,,,
,방배로35길,15,서초구,4604408,4554460,1591549,,,,
,방배로18길,15,서초구,3350045,3327009,1399572,,,,
,반포대로9길,15,서초구,2925074,2675778,928805,,,,
,바우뫼로39길,15,서초구,3402438,3280358,1332122,,,,
,마방로2길,15,서초구,2228898,2452033,749172,,,,
,방배천로4안길,15,서초구,4016263,4220505,2280501,,,,
,동산로19길,15,서초구,3624405,3387226,955373,,,,
,동산로10길,15,서초구,2792039,2881731,739653,,,,
,동광로39길,15,서초구,3298854,2940056,771998,,,,
,동광로1길,15,서초구,4792388,4692877,1034504,,,,
,동광로12길,15,서초구,5925288,6128117,3711155,,,,
,논현로27길,1,강남구,2802541,2719180,1237627,,,,
,논현로1길,1,강남구,3274685,3182192,733681,,,,
,남부순환로339길,15,서초구,2643618,2891958,906653,,,,
,남부순환로325길,15,서초구,3270210,3263954,1821084,,,,
,남부순환로317길,15,서초구,3484553,3369675,1512670,,,,
,고무래로8길,15,서초구,2847778,2896068,1003159,,,,
,강남대로8길,1,강남구,2894679,3068544,846148,,,,
,강남대로34길,1,강남구,3529768,3572288,1661531,,,,
,강남대로23길,1,강남구,1314541,1308633,557801,,,,
,소담길,1,강남구,6968525,6052521,1470735,,,,
,원신길,5,관악구,3106473,2999566,590694,,,,
,양지길,5,관악구,3710836,3982579,1331809,,,,
,양산길,5,관악구,3322526,3663124,1183486,,,,
,호암로24길,5,관악구,7892707,8800520,3450175,,,,
,호암로20길,5,관악구,7893760,8182292,2949159,,,,
,행운길,5,관악구,8003120,8210777,2999483,,,,
,행운1길,5,관악구,7766896,8021310,3464701,,,,
,청림3길,5,관악구,6048487,5437543,1135306,,,,
,청룡길,5,관악구,8005274,7467046,3119316,,,,
,청룡8길,5,관악구,6807418,6607705,1943170,,,,
,중앙길,19,양천구,9365656,8623067,2740635,,,,
,조원중앙로2길,5,관악구,5402967,5407040,1466813,,,,
,조원로18길,5,관악구,4561663,4830687,1519851,,,,
,조원로10길,5,관악구,6079681,6419446,2858570,,,,
,장군봉2길,5,관악구,5184063,5397892,1495560,,,,
,장군봉1길,5,관악구,6093985,6256420,2053846,,,,
,인헌길,5,관악구,4863956,4206716,855976,,,,
,은천로25길,5,관악구,4309400,3986553,958816,,,,
,양녕로6길,5,관악구,8475259,7890353,2992148,,,,
,신원로3길,5,관악구,7697033,8069831,2946462,,,,
,신사로20길,5,관악구,4395264,4154288,861479,,,,
,신림로65길,5,관악구,8586569,9429901,4438175,,,,
,신림로64길,5,관악구,6281082,6545850,3526910,,,,
,신림로48길,5,관악구,3871051,3995097,865363,,,,
,신림로38길,5,관악구,4992408,3896365,883390,,,,
,신림로28길,5,관악구,6157745,6517484,2741059,,,,
,신림로11길,5,관악구,5569915,5808021,2237081,,,,
,신림동길,5,관악구,8579423,9040903,3707327,,,,
,승방길,5,관악구,4863098,4775863,1756497,,,,
,서림7길,5,관악구,4346186,4428573,1644218,,,,
,봉천로33길,5,관악구,7595914,7118727,2686085,,,,
,봉천로13길,5,관악구,5111082,5253908,1385002,,,,
,복은길,5,관악구,5582380,4962247,1329775,,,,
,법원단지길,5,관악구,4931875,4880831,1255344,,,,
,법원단지9길,5,관악구,5401164,5326166,1190304,,,,
,미성5길,5,관악구,4684775,4563999,1192507,,,,
,대학길,5,관악구,6199357,6359446,2275783,,,,
,대학14길,5,관악구,4594413,4576480,1251527,,,,
,당곡길,19,양천구,4250123,4270959,1490258,,,,
,남현길,5,관악구,6328888,6160549,1412521,,,,
,남현3길,5,관악구,6538289,6613405,2240927,,,,
,남현2길,5,관악구,7826577,7733851,1839726,,,,
,남부순환로248길,5,관악구,4654346,4339365,1160365,,,,
,남부순환로234길,5,관악구,4282443,4576272,1874588,,,,
,남부순환로172길,5,관악구,6131832,6538002,2114433,,,,
,남부순환로161길,5,관악구,5605876,5541070,1334985,,,,
,남부순환로151길,5,관악구,5024125,5408423,1558580,,,,
,남부순환로142길,5,관악구,4009739,4043689,1265020,,,,
,난향길,5,관악구,1384451,1321372,228558,,,,
,난우길,5,관악구,5631598,5440458,1173517,,,,
,난곡로74길,5,관악구,4975126,5343282,1311775,,,,
,난곡로34길,5,관악구,4694069,4659907,1215741,,,,
,난곡로26길,5,관악구,3701057,3643965,831518,,,,
,난곡로24길,5,관악구,2836477,2759297,388401,,,,
,낙성대역길,5,관악구,5905122,5700183,2321940,,,,
,국회단지길,5,관악구,5794905,5420380,1535670,,,,
,구암길,5,관악구,3480865,3726537,915808,,,,
,관천로22길,5,관악구,6863794,6739723,1967174,,,,
,관천로15길,5,관악구,6757089,6477721,1108313,,,,
,관악로30길,5,관악구,5150827,4672348,1105650,,,,
,관악로28길,5,관악구,4997376,4626789,1144662,,,,
,관악로14길,5,관악구,6838189,7541465,3752011,,,,
,관악로10길,5,관악구,5218710,5639264,2528758,,,,
,흑석로9길,12,동작구,2411548,2860712,3283897,,,,
,흑석로13길,12,동작구,2386024,2835231,3337369,,,,
,장승배기로27길,12,동작구,4923946,4998484,1973374,,,,
,장승배기로19길,12,동작구,4958307,4941705,1813872,,,,
,장승배기로10길,12,동작구,4718923,4704195,1824555,,,,
,여의대방로46길,12,동작구,2907822,2850650,1348301,,,,
,여의대방로24길,12,동작구,3726768,3738266,1372225,,,,
,여의대방로22카길,12,동작구,4643499,4688963,1512898,,,,
,여의대방로22나길,12,동작구,2592665,2583030,896854,,,,
,여의대방로22길,12,동작구,3431176,3432620,1034717,,,,
,양녕로26길,12,동작구,3612999,3287567,612580,,,,
,신대방길,12,동작구,3600626,3464487,1452835,,,,
,성대로29길,12,동작구,5537309,5224524,1231983,,,,
,성대로1길,12,동작구,4742894,4320210,1413892,,,,
,서달로8가길,12,동작구,3729197,3954072,3950774,,,,
,서달로15길,12,동작구,2085455,2553982,3743223,,,,
,서달로14길,12,동작구,2708704,2765397,2602214,,,,
,서달로10길,12,동작구,4068594,4141532,2328411,,,,
,상도로62길,12,동작구,5216545,5714187,1645617,,,,
,상도로61길,12,동작구,3956971,4272910,1259258,,,,
,상도로47길,12,동작구,4433681,4474833,1060939,,,,
,상도로37길,12,동작구,4253075,4246978,1201042,,,,
,상도로15길,12,동작구,5971600,5502552,2014419,,,,
,사당로8길,12,동작구,5932427,5480901,1310497,,,,
,사당로30길,12,동작구,3947145,4197185,2558074,,,,
,사당로2차길,12,동작구,2935637,2248030,558448,,,,
,사당로29길,12,동작구,4966597,5298223,3094685,,,,
,사당로26길,12,동작구,5099972,5321753,1998081,,,,
,사당로23나길,12,동작구,2728120,2811731,718652,,,,
,사당로23길,12,동작구,3185990,3178236,546469,,,,
,사당로20길,12,동작구,5304373,5541316,1614203,,,,
,사당로16길,12,동작구,6779743,6543068,1643965,,,,
,사당로16가길,12,동작구,5703000,5370826,1394622,,,,
,만양로8길,12,동작구,6086550,6345262,2334070,,,,
,만양로14길,12,동작구,4216136,4455175,2121594,,,,
,등용로14길,12,동작구,3087721,3012640,1092169,,,,
,동작대로7길,12,동작구,7455155,7691457,3348303,,,,
,동작대로35길,12,동작구,4997691,4834152,1245197,,,,
,동작대로33길,12,동작구,6341003,6513385,3101309,,,,
,동작대로29길,12,동작구,4371471,4593512,1909536,,,,
,동작대로17길,12,동작구,4789916,5236543,3169140,,,,
,대방동2길,12,동작구,3256420,3305029,1330341,,,,
,대방동27길,12,동작구,2859538,2903004,1014431,,,,
,노량진로6길,12,동작구,4824892,4627663,1369307,,,,
,국사봉길,12,동작구,6564664,6264400,1758381,,,,
,국사봉2길,12,동작구,4708611,4543376,1563943,,,,
,국사봉1길,12,동작구,5881506,5553081,2096118,,,,
,영신로9길,20,영등포구,5453166,6221619,1778379,,,,
,영등포로84길,20,영등포구,5125577,5049619,2133771,,,,
,영등포로80길,20,영등포구,4963974,4972705,2244498,,,,
,영등포로62길,20,영등포구,3734528,4325314,1153978,,,,
,영등포로35길,20,영등포구,3629729,4078943,2466024,,,,
,영등포로27길,20,영등포구,4280557,4401656,1292894,,,,
,영등포로25길,20,영등포구,3588695,3689839,1383848,,,,
,여의대방로61길,20,영등포구,2509298,2633356,1166552,,,,
,여의대방로43나길,20,영등포구,4793975,4500576,1469812,,,,
,여의대방로39길,20,영등포구,2477206,2281345,705167,,,,
,여의대방로35길,20,영등포구,4173805,4051524,1374536,,,,
,양평로28길,20,영등포구,1367504,1307006,352706,,,,
,양평로22라길,20,영등포구,1831149,1737031,625388,,,,
,양평로19길,20,영등포구,3131410,3187483,1212241,,,,
,신길로60길,20,영등포구,5443152,6017143,1785580,,,,
,신길로42길,20,영등포구,4764207,4668956,1230346,,,,
,신길로42가길,20,영등포구,6958909,6649461,2137938,,,,
,신길로39길,20,영등포구,5267428,5922483,1710893,,,,
,신길로17길,20,영등포구,4987531,4191681,1142955,,,,
,선유서로28길,20,영등포구,2955888,2794076,1093703,,,,
,선유서로25길,20,영등포구,2357200,2225302,732767,,,,
,선유서로24길,20,영등포구,3128702,3001256,1138157,,,,
,선유로55길,20,영등포구,2314611,2371921,972832,,,,
,디지털로74길,20,영등포구,5796062,4518957,1296218,,,,
,디지털로57길,20,영등포구,5863208,6041222,2450101,,,,
,디지털로37길,20,영등포구,5747420,6202089,2312341,,,,
,도신로62길,20,영등포구,5292196,5110706,2130065,,,,
,도신로60길,20,영등포구,4872413,4645614,1731450,,,,
,도신로29길,20,영등포구,5018773,5463685,1402472,,,,
,도신로15길,20,영등포구,4879679,4768859,1493326,,,,
,도림천로21길,20,영등포구,5316900,5264243,1916751,,,,
,도림로63길,20,영등포구,4014238,3971648,1314699,,,,
,도림로147길,20,영등포구,2369046,2359128,872540,,,,
,도림로112길,20,영등포구,5146119,5263697,1726737,,,,
,대림로8길,20,영등포구,5575571,4889689,2042352,,,,
,대림로7길,20,영등포구,3190751,3110591,1307734,,,,
,대림로44길,20,영등포구,3244877,3683623,1378529,,,,
,대림로34길,20,영등포구,3692021,3999797,1727788,,,,
,대림로31길,20,영등포구,3995610,4263520,1748255,,,,
,대림로29길,20,영등포구,5518145,6199493,2519501,,,,
,대림로22길,20,영등포구,6490911,5507223,1809565,,,,
,당산로46길,20,영등포구,2736665,2930250,1902449,,,,
,당산로38길,20,영등포구,4023144,3961416,1635447,,,,
,당산로37길,20,영등포구,4615608,4742332,1638294,,,,
,당산로31길,20,영등포구,3607379,3768615,1595437,,,,
,국회대로56길,20,영등포구,2989733,3232960,1683880,,,,
